company,sector,domain,metric,value,period,date
CloudSync Pro,SaaS,Finance,gross_margin,2.2857382841256237,2026-03,2026-03-04T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.279736297696666,2026-04,2026-04-03T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.6578561953641238,2026-05,2026-05-03T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.463886748133246,2026-06,2026-06-02T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.982640791773228,2026-07,2026-07-02T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,3.043055497201722,2026-08,2026-08-01T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.935782942123627,2026-08,2026-08-31T00:00:00
CloudSync Pro,SaaS,Finance,gross_margin,2.77920073610604,2026-09,2026-09-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,100000.0,2015-01,2015-01-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,149733.26949747244,2015-01,2015-01-31T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,264071.8600499715,2015-03,2015-03-02T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,369629.50714937027,2015-04,2015-04-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,575115.3359783242,2015-05,2015-05-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,790311.9452553819,2015-05,2015-05-31T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,984442.5716529649,2015-06,2015-06-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1236922.527727258,2015-07,2015-07-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1593749.1843725138,2015-08,2015-08-29T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2453549.5243258337,2015-09,2015-09-28T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2885197.8502554335,2015-10,2015-10-28T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2761623.8630633503,2015-11,2015-11-27T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2829863.7577652577,2015-12,2015-12-27T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5096496.62010903,2016-01,2016-01-26T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4736239.334892531,2016-02,2016-02-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,6823403.286177823,2016-03,2016-03-26T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,10135214.91791744,2016-04,2016-04-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,15302109.799068633,2016-05,2016-05-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,20534769.45254962,2016-06,2016-06-24T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,25350246.43572051,2016-07,2016-07-24T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,37077102.27221399,2016-08,2016-08-23T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,45982841.168506324,2016-09,2016-09-22T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,76778460.20030075,2016-10,2016-10-22T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,103483681.02678041,2016-11,2016-11-21T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,146650529.68409562,2016-12,2016-12-21T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,174822208.28310075,2017-01,2017-01-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,245947587.68138218,2017-02,2017-02-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,331810150.48220277,2017-03,2017-03-21T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,408632610.5412742,2017-04,2017-04-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,598568269.8149055,2017-05,2017-05-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,526752524.3818308,2017-06,2017-06-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,691070541.0877887,2017-07,2017-07-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,876884376.5630184,2017-08,2017-08-18T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1511355577.3951843,2017-09,2017-09-17T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1455269282.9920547,2017-10,2017-10-17T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1248733789.7578714,2017-11,2017-11-16T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1632735932.6083899,2017-12,2017-12-16T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2256070207.9680166,2018-01,2018-01-15T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3239514977.513574,2018-02,2018-02-14T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5474271718.056589,2018-03,2018-03-16T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7861746170.428177,2018-04,2018-04-15T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,12025651958.63424,2018-05,2018-05-15T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,14707877406.578724,2018-06,2018-06-14T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,22143204149.208473,2018-07,2018-07-14T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,33801844122.317757,2018-08,2018-08-13T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,35017743481.755325,2018-09,2018-09-12T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,38423777711.32041,2018-10,2018-10-12T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,55524262087.516396,2018-11,2018-11-11T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,72409767708.61208,2018-12,2018-12-11T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,87783911804.4491,2019-01,2019-01-10T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,160104681017.77405,2019-02,2019-02-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,206768804272.90393,2019-03,2019-03-11T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,266575927688.44257,2019-04,2019-04-10T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,359738728061.37463,2019-05,2019-05-10T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,493858562642.62134,2019-06,2019-06-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,488719825866.4889,2019-07,2019-07-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,575574336934.8077,2019-08,2019-08-08T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,757295403049.5068,2019-09,2019-09-07T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1129948312678.2458,2019-10,2019-10-07T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1460724909907.5146,2019-11,2019-11-06T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1345844452071.9448,2019-12,2019-12-06T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2247479856260.1006,2020-01,2020-01-05T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2914307453347.357,2020-02,2020-02-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4375574362287.724,2020-03,2020-03-05T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5862103198043.533,2020-04,2020-04-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,8112752664690.237,2020-05,2020-05-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,10736935331756.668,2020-06,2020-06-03T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,14701787985731.828,2020-07,2020-07-03T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,17322680877296.605,2020-08,2020-08-02T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,21664256833403.277,2020-09,2020-09-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,34359785579671.453,2020-10,2020-10-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,37864288154761.38,2020-10,2020-10-31T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,46862666655799.15,2020-11,2020-11-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,45680557034578.625,2020-12,2020-12-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,57557869934926.766,2021-01,2021-01-29T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,81791638266944.97,2021-02,2021-02-28T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,129982624986828.16,2021-03,2021-03-30T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,168696666514446.12,2021-04,2021-04-29T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,264758618609577.4,2021-05,2021-05-29T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,456399654532528.1,2021-06,2021-06-28T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,543562847121604.94,2021-07,2021-07-28T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,938715557990709.8,2021-08,2021-08-27T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,894057283203805.0,2021-09,2021-09-26T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1087632821422722.5,2021-10,2021-10-26T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1130450613713080.8,2021-11,2021-11-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1419137867745042.5,2021-12,2021-12-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1519959919956917.0,2022-01,2022-01-24T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1874767502410482.2,2022-02,2022-02-23T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1547638199206643.0,2022-03,2022-03-25T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1997695220155511.2,2022-04,2022-04-24T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3039640188684302.0,2022-05,2022-05-24T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3929858758054035.5,2022-06,2022-06-23T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,6605318926131058.0,2022-07,2022-07-23T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,6633244735230983.0,2022-08,2022-08-22T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,8228499494077242.0,2022-09,2022-09-21T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,9684744960399024.0,2022-10,2022-10-21T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.5782035950130676e+16,2022-11,2022-11-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.425360462959447e+16,2022-12,2022-12-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.808350445294863e+16,2023-01,2023-01-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4.739299817127059e+16,2023-02,2023-02-18T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,6.178253512425851e+16,2023-03,2023-03-20T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.751712225317474e+16,2023-04,2023-04-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,9.543119161027978e+16,2023-05,2023-05-19T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.0474923268222368e+17,2023-06,2023-06-18T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.3179478990761802e+17,2023-07,2023-07-18T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.9521625581863174e+17,2023-08,2023-08-17T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.3977025221800067e+17,2023-09,2023-09-16T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.410319310721924e+17,2023-10,2023-10-16T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4.447348491273858e+17,2023-11,2023-11-15T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,6.190815657007562e+17,2023-12,2023-12-15T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,9.153770081391482e+17,2024-01,2024-01-14T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.257616364890618e+18,2024-02,2024-02-13T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.5757897288008264e+18,2024-03,2024-03-14T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.2554752534984197e+18,2024-04,2024-04-13T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.495593829231459e+18,2024-05,2024-05-13T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4.1677043226884214e+18,2024-06,2024-06-12T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4.90699943465829e+18,2024-07,2024-07-12T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5.680803995322477e+18,2024-08,2024-08-11T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.481836407744743e+18,2024-09,2024-09-10T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.1974175586411307e+19,2024-10,2024-10-10T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.6873596547545174e+19,2024-11,2024-11-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.1118876435156156e+19,2024-12,2024-12-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.5822353803185127e+19,2025-01,2025-01-08T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.429800610870973e+19,2025-02,2025-02-07T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,4.0960355314130076e+19,2025-03,2025-03-09T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.0122774848739254e+19,2025-04,2025-04-08T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,9.612003553429576e+19,2025-05,2025-05-08T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.629630241971407e+20,2025-06,2025-06-07T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.053786592218068e+20,2025-07,2025-07-07T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.2530262489938113e+20,2025-08,2025-08-06T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5.294950511413906e+20,2025-09,2025-09-05T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5.62293126012935e+20,2025-10,2025-10-05T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.137078382565403e+20,2025-11,2025-11-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.622562178109114e+20,2025-12,2025-12-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,9.221798201704595e+20,2026-01,2026-01-03T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.0584702114679838e+21,2026-02,2026-02-02T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.3311545438735843e+21,2026-03,2026-03-04T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.2800417892416157e+21,2026-04,2026-04-03T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.9673967556359126e+21,2026-05,2026-05-03T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,3.7875965772732186e+21,2026-06,2026-06-02T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,5.710612701483854e+21,2026-07,2026-07-02T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,7.710367050466189e+21,2026-08,2026-08-01T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,1.1960594039326531e+22,2026-08,2026-08-31T00:00:00
CloudSync Pro,SaaS,Finance,ebitda,2.012503669562978e+22,2026-09,2026-09-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,250000.0,2015-01,2015-01-01T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,241372.7421325078,2015-01,2015-01-31T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,276046.1304498561,2015-03,2015-03-02T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,309084.50289800996,2015-04,2015-04-01T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,325946.8300804092,2015-05,2015-05-01T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,332644.2249512629,2015-05,2015-05-31T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,375230.9826352276,2015-06,2015-06-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,354436.5502359563,2015-07,2015-07-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,422900.5140384929,2015-08,2015-08-29T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,447179.86232897494,2015-09,2015-09-28T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,539914.6976102234,2015-10,2015-10-28T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,587536.2686076396,2015-11,2015-11-27T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,630457.5892369781,2015-12,2015-12-27T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,766906.7145218772,2016-01,2016-01-26T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,834599.1878354162,2016-02,2016-02-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,961930.2328787347,2016-03,2016-03-26T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1279570.2193099882,2016-04,2016-04-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1505674.0924188285,2016-05,2016-05-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1820159.8276264123,2016-06,2016-06-24T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1676386.5759654436,2016-07,2016-07-24T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1751674.3479220604,2016-08,2016-08-23T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2143615.3615620593,2016-09,2016-09-22T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2296262.236279388,2016-10,2016-10-22T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2402326.45824034,2016-11,2016-11-21T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2847024.3583237673,2016-12,2016-12-21T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,3638556.7369339294,2017-01,2017-01-20T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,4423246.179058078,2017-02,2017-02-19T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,4119587.24884489,2017-03,2017-03-21T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,4788688.510928582,2017-04,2017-04-20T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,6004622.953873717,2017-05,2017-05-20T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,7532825.956043278,2017-06,2017-06-19T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,8168462.873057219,2017-07,2017-07-19T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,9264032.145299261,2017-08,2017-08-18T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,10513034.112019563,2017-09,2017-09-17T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,12729330.059271948,2017-10,2017-10-17T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,13536952.77827711,2017-11,2017-11-16T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,13669160.493785432,2017-12,2017-12-16T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,16865049.806218013,2018-01,2018-01-15T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,20071939.79762627,2018-02,2018-02-14T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,19175877.254539937,2018-03,2018-03-16T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,24197167.15353356,2018-04,2018-04-15T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,27541066.531176426,2018-05,2018-05-15T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,25904370.0327247,2018-06,2018-06-14T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,28652780.98060016,2018-07,2018-07-14T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,29560064.343663506,2018-08,2018-08-13T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,30119112.2189682,2018-09,2018-09-12T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,33122434.416554943,2018-10,2018-10-12T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,36530438.79830088,2018-11,2018-11-11T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,36203961.554018214,2018-12,2018-12-11T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,38263988.31375113,2019-01,2019-01-10T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,38428935.77327067,2019-02,2019-02-09T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,42731214.642309874,2019-03,2019-03-11T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,57153302.331988916,2019-04,2019-04-10T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,70912887.39820305,2019-05,2019-05-10T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,86019830.51130277,2019-06,2019-06-09T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,106281952.97896904,2019-07,2019-07-09T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,129606096.86612716,2019-08,2019-08-08T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,164560028.000523,2019-09,2019-09-07T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,154592947.2563733,2019-10,2019-10-07T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,166070857.60755542,2019-11,2019-11-06T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,174142939.67518994,2019-12,2019-12-06T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,196553869.20796978,2020-01,2020-01-05T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,234327075.5847424,2020-02,2020-02-04T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,301045847.9434165,2020-03,2020-03-05T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,372417729.7207372,2020-04,2020-04-04T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,437555146.2441766,2020-05,2020-05-04T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,505300759.13749796,2020-06,2020-06-03T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,575182017.0299811,2020-07,2020-07-03T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,573283636.4434202,2020-08,2020-08-02T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,638741269.8010721,2020-09,2020-09-01T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,746926497.9035653,2020-10,2020-10-01T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,884413105.8438506,2020-10,2020-10-31T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1054853805.4722703,2020-11,2020-11-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1525331414.934139,2020-12,2020-12-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1271153202.6038306,2021-01,2021-01-29T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1261685141.743383,2021-02,2021-02-28T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1485250864.088648,2021-03,2021-03-30T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,1746272799.48211,2021-04,2021-04-29T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2288621655.562712,2021-05,2021-05-29T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2629001574.632154,2021-06,2021-06-28T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,2630796309.282926,2021-07,2021-07-28T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,3007096347.3487053,2021-08,2021-08-27T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,3928989515.089093,2021-09,2021-09-26T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,4357312739.324237,2021-10,2021-10-26T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,5157789180.620242,2021-11,2021-11-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,5496729381.829195,2021-12,2021-12-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,5850273499.899205,2022-01,2022-01-24T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,8168210113.34789,2022-02,2022-02-23T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,7934369983.772206,2022-03,2022-03-25T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,8745348329.231924,2022-04,2022-04-24T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,10203654039.47079,2022-05,2022-05-24T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,10836790969.835613,2022-06,2022-06-23T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,11663963022.087471,2022-07,2022-07-23T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,14669550278.525095,2022-08,2022-08-22T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,16419855431.97615,2022-09,2022-09-21T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,19589494749.47211,2022-10,2022-10-21T00:00:00
CloudSync Pro,SaaS,Finance,operating_expenses,24121578305.90925,2022-11,2022-11-20T00:00:00
